event,rank,time,digitalTime,error,name,nationality,date,year,notes
1500,5608,03:36.9,3.615,0.01,USA,1983-07-04T00:00:00Z,,1983,AT
1500,5608,03:36.9,3.615,0.01,IRL,1988-08-17T00:00:00Z,,1988,AT
1500,5608,03:36.9,3.615,0.01,KEN,1989-06-27T00:00:00Z,,1989,AT
1500,5608,03:36.9,3.615,0.01,ESP,1991-08-04T00:00:00Z,,1991,AT
1500,5608,03:36.9,3.615,0.01,FRA,1992-06-17T00:00:00Z,,1992,AT
1500,5608,03:36.9,3.615,0.01,GBR,1992-07-10T00:00:00Z,,1992,AT
1500,5608,03:36.9,3.615,0.01,KEN,1995-07-25T00:00:00Z,,1995,AT
1500,5608,03:36.9,3.615,0.01,FRA,2000-07-28T00:00:00Z,,2000,AT
1500,5608,03:36.9,3.615,0.01,MAR,2007-07-28T00:00:00Z,,2007,AT
1500,5608,03:36.9,3.615,0.01,MAR,2009-08-17T00:00:00Z,,2009,AT
1500,5608,03:36.9,3.615,0.01,USA,2009-08-28T00:00:00Z,,2009,AT
1500,5608,03:36.9,3.615,0.01,NZL,2012-08-07T00:00:00Z,,2012,AT
1500,5608,03:36.9,3.615,0.01,ETH,2013-08-16T00:00:00Z,,2013,AT
1500,5608,03:36.9,3.615,0.01,ETH,2014-05-31T00:00:00Z,,2014,AT
1500,5608,03:36.9,3.615,0.01,NZL,2016-05-21T00:00:00Z,,2016,AT
1500,5624,03:37.0,3.616666667,0.01,DEN,1974-07-18T00:00:00Z,,1974,AT
1500,5624,03:37.0,3.616666667,0.01,GDR,1980-07-30T00:00:00Z,,1980,AT
1500,5624,03:37.0,3.616666667,0.01,USA,1984-04-28T00:00:00Z,,1984,AT
1500,5624,03:37.0,3.616666667,0.01,FRG,1984-06-06T00:00:00Z,,1984,AT
1500,5624,03:37.0,3.616666667,0.01,USA,1994-04-30T00:00:00Z,,1994,AT
1500,5624,03:37.0,3.616666667,0.01,KEN,1995-07-16T00:00:00Z,,1995,AT
1500,5624,03:36.9,3.615,0.01,IRL,1996-07-05T00:00:00Z,,1996,AT
1500,5624,03:37.0,3.616666667,0.01,MAR,1997-07-16T00:00:00Z,,1997,AT
1500,5624,03:37.0,3.616666667,0.01,SUI,1999-06-13T00:00:00Z,,1999,AT
1500,5624,03:37.0,3.616666667,0.01,MAR,1999-08-11T00:00:00Z,,1999,AT
1500,5624,03:37.0,3.616666667,0.01,KEN,2005-06-04T00:00:00Z,,2005,AT
1500,5624,03:37.0,3.616666667,0.01,KEN,2006-06-02T00:00:00Z,,2006,AT
1500,5624,03:37.0,3.616666667,0.01,USA,2007-06-24T00:00:00Z,,2007,AT
1500,5624,03:36.9,3.615,0.01,CAN,2009-07-03T00:00:00Z,,2009,AT
1500,5624,03:37.0,3.616666667,0.01,ETH,2016-05-06T00:00:00Z,,2016,AT
1500,5624,03:37.0,3.616666667,0.01,NZL,2017-07-16T00:00:00Z,,2017,AT
1500,5640,03:37.0,3.616666667,0.01,HUN,1976-08-10T00:00:00Z,,1976,AT
1500,5640,03:37.0,3.616666667,0.01,BEL,1984-07-01T00:00:00Z,,1984,AT
1500,5640,03:37.0,3.616666667,0.01,ESP,1986-08-06T00:00:00Z,,1986,AT
1500,5640,03:37.0,3.616666667,0.01,ES,1989-07-12T00:00:00Z,,1989,AT
1500,5640,03:37.0,3.616666667,0.01,ES,1991-07-23T00:00:00Z,,1991,AT
1500,5640,03:37.0,3.616666667,0.01,MAR,1992-07-06T00:00:00Z,,1992,AT
1500,5640,03:37.0,3.616666667,0.01,KEN,1994-07-10T00:00:00Z,,1994,AT
1500,5640,03:37.0,3.616666667,0.01,USA,1995-07-21T00:00:00Z,,1995,AT
1500,5640,03:37.0,3.616666667,0.01,QAT,1995-08-13T00:00:00Z,,1995,AT
1500,5640,03:37.0,3.616666667,0.01,KEN,1999-06-13T00:00:00Z,,1999,AT
1500,5640,03:37.0,3.616666667,0.01,IRL,2001-06-17T00:00:00Z,,2001,AT
1500,5640,03:37.0,3.616666667,0.01,MAR,2003-06-09T00:00:00Z,,2003,AT
1500,5640,03:37.0,3.616666667,0.01,KSA,2009-05-23T00:00:00Z,,2009,AT
1500,5640,03:37.0,3.616666667,0.01,KEN,2009-07-03T00:00:00Z,,2009,AT
1500,5640,03:37.0,3.616666667,0.01,GER,2011-06-13T00:00:00Z,,2011,AT
1500,5640,03:37.0,3.616666667,0.01,VEN,2011-09-01T00:00:00Z,,2011,AT
1500,5640,03:37.0,3.616666667,0.01,IR,2011-09-01T00:00:00Z,,2011,AT
1500,5640,03:37.0,3.616666667,0.01,ALG,2014-06-08T00:00:00Z,,2014,AT
1500,5640,03:37.0,3.616666667,0.01,DJI,2015-08-01T00:00:00Z,,2015,AT
1500,5640,03:37.0,3.616666667,0.01,ETH,2016-05-22T00:00:00Z,,2016,AT
1500,5640,03:37.0,3.616666667,0.01,KEN,2017-05-27T00:00:00Z,,2017,AT
1500,5640,03:37.0,3.616666667,0.01,FRA,2017-06-03T00:00:00Z,,2017,AT
1500,5662,03:37.0,3.616666667,0.01,USA,1979-08-15T00:00:00Z,,1979,AT
1500,5662,03:37.0,3.616666667,0.01,FRG,1979-08-19T00:00:00Z,,1979,AT
1500,5662,03:37.0,3.616666667,0.01,TAN,1980-07-03T00:00:00Z,,1980,AT
1500,5662,03:37.0,3.616666667,0.01,USA,1983-07-26T00:00:00Z,,1983,AT
1500,5662,03:37.0,3.616666667,0.01,NZL,1983-08-26T00:00:00Z,,1983,AT
1500,5662,03:37.0,3.616666667,0.01,GBR,1984-07-01T00:00:00Z,,1984,AT
1500,5662,03:37.0,3.616666667,0.01,SUI,1984-08-11T00:00:00Z,,1984,AT
1500,5662,03:37.0,3.616666667,0.01,NZL,1984-08-18T00:00:00Z,,1984,AT
1500,5662,03:37.0,3.616666667,0.01,SUD,1985-08-28T00:00:00Z,,1985,AT
1500,5662,03:37.0,3.616666667,0.01,GDR,1986-06-29T00:00:00Z,,1986,AT
1500,5662,03:37.0,3.616666667,0.01,USA,1987-08-19T00:00:00Z,,1987,AT
1500,5662,03:37.0,3.616666667,0.01,ES,1990-07-20T00:00:00Z,,1990,AT
1500,5662,03:37.0,3.616666667,0.01,KEN,1991-09-08T00:00:00Z,,1991,AT
1500,5662,03:37.0,3.616666667,0.01,KEN,1992-08-26T00:00:00Z,,1992,AT
1500,5662,03:37.0,3.616666667,0.01,AUS,1997-03-15T00:00:00Z,,1997,AT
1500,5662,03:37.0,3.616666667,0.01,KEN,1999-09-05T00:00:00Z,,1999,AT
1500,5662,03:37.0,3.616666667,0.01,MAR,2001-06-17T00:00:00Z,,2001,AT
1500,5662,03:37.0,3.616666667,0.01,MAR,2001-08-09T00:00:00Z,,2001,AT
1500,5662,03:37.0,3.616666667,0.01,USA,2002-07-08T00:00:00Z,,2002,AT
1500,5662,03:37.0,3.616666667,0.01,KEN,2002-08-13T00:00:00Z,,2002,AT
1500,5662,03:37.0,3.616666667,0.01,CHN,2003-10-24T00:00:00Z,,2003,AT
1500,5662,03:37.0,3.616666667,0.01,KEN,2005-06-01T00:00:00Z,,2005,AT
1500,5662,03:36.9,3.615,0.01,KEN,2009-06-17T00:00:00Z,,2009,AT
1500,5662,03:37.0,3.616666667,0.01,ESP,2009-07-25T00:00:00Z,,2009,AT
1500,5662,03:37.0,3.616666667,0.01,GER,2010-07-09T00:00:00Z,,2010,AT
1500,5662,03:37.0,3.616666667,0.01,USA,2013-08-22T00:00:00Z,,2013,AT
1500,5662,03:37.0,3.616666667,0.01,NZL,2016-05-28T00:00:00Z,,2016,AT
1500,5662,03:37.0,3.616666667,0.01,GBR,2017-06-02T00:00:00Z,,2017,AT
1500,5662,03:37.0,3.616666667,0.01,AUS,2017-07-12T00:00:00Z,,2017,AT
1500,5691,03:37.0,3.616666667,0.01,SUD,1987-08-19T00:00:00Z,,1987,AT
1500,5691,03:37.0,3.616666667,0.01,GBR,2000-06-23T00:00:00Z,,2000,AT
1500,5691,03:37.0,3.616666667,0.01,KEN,2003-08-03T00:00:00Z,,2003,AT
1500,5691,03:37.0,3.616666667,0.01,QAT,2004-09-05T00:00:00Z,,2004,AT
1500,5691,03:37.0,3.616666667,0.01,BRN,2005-07-17T00:00:00Z,,2005,AT
1500,5691,03:37.0,3.616666667,0.01,MAR,2006-06-02T00:00:00Z,,2006,AT
1500,5691,03:37.0,3.616666667,0.01,ESP,2010-06-04T00:00:00Z,,2010,AT
1500,5691,03:37.0,3.616666667,0.01,CAN,2011-05-21T00:00:00Z,,2011,AT
1500,5691,03:37.0,3.616666667,0.01,USA,2013-05-17T00:00:00Z,,2013,AT
1500,5691,03:37.0,3.616666667,0.01,ETH,2013-06-08T00:00:00Z,,2013,AT
1500,5691,03:37.0,3.616666667,0.01,MAR,2013-07-02T00:00:00Z,,2013,AT
1500,5691,03:36.9,3.615,0.01,KEN,2014-04-26T00:00:00Z,,2014,AT
1500,5691,03:37.0,3.616666667,0.01,USA,2015-07-18T00:00:00Z,,2015,AT
1500,5691,03:37.0,3.616666667,0.01,KEN,2016-06-04T00:00:00Z,,2016,AT
1500,5691,03:37.0,3.616666667,0.01,DJI,2017-07-08T00:00:00Z,,2017,AT
1500,5706,03:37.0,3.616666667,0.01,USA,1976-08-10T00:00:00Z,,1976,AT
1500,5706,03:37.0,3.616666667,0.01,RUS,1981-08-27T00:00:00Z,,1981,AT
1500,5706,03:37.0,3.616666667,0.01,IRL,1982-06-30T00:00:00Z,,1982,AT
1500,5706,03:37.0,3.616666667,0.01,IRL,1982-08-27T00:00:00Z,,1982,AT
1500,5706,03:37.0,3.616666667,0.01,BLR,1982-09-11T00:00:00Z,,1982,AT
1500,5706,03:37.0,3.616666667,0.01,RUS,1984-06-24T00:00:00Z,,1984,AT
1500,5706,03:37.0,3.616666667,0.01,NED,1988-08-14T00:00:00Z,,1988,AT
1500,5706,03:37.0,3.616666667,0.01,USA,1988-10-01T00:00:00Z,,1988,AT
1500,5706,03:37.0,3.616666667,0.01,FR,1990-06-29T00:00:00Z,,1990,AT
1500,5706,03:37.0,3.616666667,0.01,USA,1991-07-13T00:00:00Z,,1991,AT
1500,5706,03:37.0,3.616666667,0.01,UKR,1994-06-01T00:00:00Z,,1994,AT
1500,5706,03:37.0,3.616666667,0.01,GER,1994-08-30T00:00:00Z,,1994,AT
1500,5706,03:37.0,3.616666667,0.01,FRA,1995-07-05T00:00:00Z,,1995,AT
1500,5706,03:37.0,3.616666667,0.01,MAR,1996-07-06T00:00:00Z,,1996,AT
1500,5706,03:37.0,3.616666667,0.01,SUI,1999-06-26T00:00:00Z,,1999,AT
1500,5706,03:37.0,3.616666667,0.01,KEN,2001-06-08T00:00:00Z,,2001,AT
1500,5706,03:37.0,3.616666667,0.01,KEN,2001-07-09T00:00:00Z,,2001,AT
1500,5706,03:37.0,3.616666667,0.01,NED,2001-08-12T00:00:00Z,,2001,AT
1500,5706,03:37.0,3.616666667,0.01,GER,2002-08-16T00:00:00Z,,2002,AT
1500,5706,03:37.0,3.616666667,0.01,KEN,2003-06-09T00:00:00Z,,2003,AT
1500,5706,03:37.0,3.616666667,0.01,USA,2003-07-07T00:00:00Z,,2003,AT
1500,5706,03:37.0,3.616666667,0.01,FRA,2006-06-02T00:00:00Z,,2006,AT
1500,5706,03:37.0,3.616666667,0.01,KEN,2008-05-09T00:00:00Z,,2008,AT
1500,5706,03:37.0,3.616666667,0.01,FRA,2009-08-19T00:00:00Z,,2009,AT
1500,5706,03:37.0,3.616666667,0.01,ETH,2012-07-08T00:00:00Z,,2012,AT
1500,5706,03:37.0,3.616666667,0.01,QAT,2012-08-03T00:00:00Z,,2012,AT
1500,5706,03:37.0,3.616666667,0.01,QAT,2015-06-10T00:00:00Z,,2015,AT
1500,5733,03:37.0,3.616666667,0.01,KEN,1973-07-24T00:00:00Z,,1973,AT
1500,5733,03:37.0,3.616666667,0.01,FRG,1977-08-06T00:00:00Z,,1977,AT
1500,5733,3:37,3.616666667,0.01,KEN,1978-06-27T00:00:00Z,,1978,AT
1500,5733,03:37.0,3.616666667,0.01,FRA,1978-07-05T00:00:00Z,,1978,AT
1500,5733,3:37,3.616666667,0.01,GBR,1978-09-20T00:00:00Z,,1978,AT
1500,5733,3:37,3.616666667,0.01,NZL,1979-07-17T00:00:00Z,,1979,AT
1500,5733,03:37.0,3.616666667,0.01,RUS,1980-07-05T00:00:00Z,,1980,AT
1500,5733,3:37,3.616666667,0.01,KEN,1984-06-30T00:00:00Z,,1984,AT
1500,5733,3:37,3.616666667,0.01,USA,1984-07-21T00:00:00Z,,1984,AT
1500,5733,03:37.0,3.616666667,0.01,GER,1987-08-12T00:00:00Z,,1987,AT
1500,5733,03:37.0,3.616666667,0.01,RSA,1990-12-12T00:00:00Z,,1990,AT
1500,5733,03:37.0,3.616666667,0.01,ALG,1991-07-29T00:00:00Z,,1991,AT
1500,5733,3:37,3.616666667,0.01,KEN,1996-04-24T00:00:00Z,,1996,AT
1500,5733,3:37,3.616666667,0.01,KEN,1996-06-27T00:00:00Z,,1996,AT
1500,5733,3:37,3.616666667,0.01,KEN,1997-06-28T00:00:00Z,,1997,AT
1500,5733,3:37,3.616666667,0.01,KEN,1998-05-08T00:00:00Z,,1998,AT
1500,5733,3:37,3.616666667,0.01,KEN,1999-06-26T00:00:00Z,,1999,AT
1500,5733,3:37,3.616666667,0.01,KEN,2004-06-26T00:00:00Z,,2004,AT
1500,5733,03:37.0,3.616666667,0.01,USA,1980-08-13T00:00:00Z,,1980,AT
1500,5733,03:37.0,3.616666667,0.01,USA,1981-08-11T00:00:00Z,,1981,AT
1500,5733,03:37.0,3.616666667,0.01,KEN,1982-06-26T00:00:00Z,,1982,AT
1500,5733,03:37.0,3.616666667,0.01,ES,1989-06-17T00:00:00Z,,1989,AT
1500,5733,03:37.0,3.616666667,0.01,IRL,1989-07-14T00:00:00Z,,1989,AT
1500,5733,03:37.0,3.616666667,0.01,BEL,1993-07-19T00:00:00Z,,1993,AT
1500,5733,03:37.0,3.616666667,0.01,GBR,1996-07-12T00:00:00Z,,1996,AT
1500,5733,03:37.0,3.616666667,0.01,KEN,1997-03-15T00:00:00Z,,1997,AT
1500,5733,03:37.0,3.616666667,0.01,ITA,1998-07-19T00:00:00Z,,1998,AT
1500,5733,03:37.0,3.616666667,0.01,KEN,1998-07-19T00:00:00Z,,1998,AT
1500,5733,03:37.0,3.616666667,0.01,ETH,2005-05-13T00:00:00Z,,2005,AT
1500,5733,03:37.0,3.616666667,0.01,MAR,2008-06-22T00:00:00Z,,2008,AT
1500,5733,03:37.0,3.616666667,0.01,ALG,2009-06-30T00:00:00Z,,2009,AT
1500,5733,03:37.0,3.616666667,0.01,ALG,2010-07-08T00:00:00Z,,2010,AT
1500,5733,03:37.0,3.616666667,0.01,GBR,2011-06-28T00:00:00Z,,2011,AT
1500,5733,03:37.0,3.616666667,0.01,USA,2012-08-03T00:00:00Z,,2012,AT
1500,5733,03:37.0,3.616666667,0.01,DJI,2015-06-11T00:00:00Z,,2015,AT
1500,5768,03:37.0,3.616666667,0.01,IRL,1976-06-05T00:00:00Z,,1976,AT
1500,5768,03:37.0,3.616666667,0.01,KEN,1987-07-22T00:00:00Z,,1987,AT
1500,5768,03:37.0,3.616666667,0.01,FRA,1989-06-23T00:00:00Z,,1989,AT
1500,5768,03:37.0,3.616666667,0.01,TUN,1990-08-21T00:00:00Z,,1990,AT
1500,5768,03:37.0,3.616666667,0.01,IRL,1992-08-16T00:00:00Z,,1992,AT
1500,5768,03:37.0,3.616666667,0.01,SOM,1994-07-12T00:00:00Z,,1994,AT
1500,5768,03:37.0,3.616666667,0.01,KEN,1996-06-29T00:00:00Z,,1996,AT
1500,5768,03:37.0,3.616666667,0.01,QAT,1996-08-16T00:00:00Z,,1996,AT
1500,5768,03:37.0,3.616666667,0.01,ESP,1997-06-05T00:00:00Z,,1997,AT
1500,5768,03:37.0,3.616666667,0.01,FRA,1999-06-29T00:00:00Z,,1999,AT
1500,5768,03:37.0,3.616666667,0.01,ESP,2001-06-29T00:00:00Z,,2001,AT
1500,5768,03:37.0,3.616666667,0.01,MAR,2003-08-12T00:00:00Z,,2003,AT
1500,5768,03:37.0,3.616666667,0.01,MAR,2004-06-19T00:00:00Z,,2004,AT
1500,5768,03:37.0,3.616666667,0.01,NZL,2005-06-27T00:00:00Z,,2005,AT
1500,5768,03:37.0,3.616666667,0.01,AUS,2009-02-28T00:00:00Z,,2009,AT
1500,5768,03:37.0,3.616666667,0.01,USA,2011-05-21T00:00:00Z,,2011,AT
1500,5768,03:37.0,3.616666667,0.01,USA,2011-05-21T00:00:00Z,,2011,AT
1500,5768,03:37.0,3.616666667,0.01,RSA,2012-06-06T00:00:00Z,,2012,AT
1500,5768,03:37.0,3.616666667,0.01,KEN,2015-09-13T00:00:00Z,,2015,AT
1500,5787,03:37.0,3.616666667,0.01,RSA,1982-12-11T00:00:00Z,,1982,AT
1500,5787,03:37.0,3.616666667,0.01,USA,1984-06-24T00:00:00Z,,1984,AT
1500,5787,03:37.0,3.616666667,0.01,ESP,1984-08-11T00:00:00Z,,1984,AT
1500,5787,03:37.0,3.616666667,0.01,KEN,1985-08-12T00:00:00Z,,1985,AT
1500,5787,03:37.0,3.616666667,0.01,USA,1988-08-21T00:00:00Z,,1988,AT
1500,5787,03:37.0,3.616666667,0.01,ESP,1995-08-13T00:00:00Z,,1995,AT
1500,5787,03:37.0,3.616666667,0.01,USA,1997-07-19T00:00:00Z,,1997,AT
1500,5787,03:37.0,3.616666667,0.01,FRA,1998-06-04T00:00:00Z,,1998,AT
1500,5787,03:37.0,3.616666667,0.01,GBR,1999-06-13T00:00:00Z,,1999,AT
1500,5787,03:37.0,3.616666667,0.01,KEN,2004-07-17T00:00:00Z,,2004,AT
1500,5787,03:37.0,3.616666667,0.01,QAT,2006-09-23T00:00:00Z,,2006,AT
1500,5787,03:37.0,3.616666667,0.01,KEN,2009-06-01T00:00:00Z,,2009,AT
1500,5787,03:37.0,3.616666667,0.01,MAR,2009-06-30T00:00:00Z,,2009,AT
1500,5787,03:37.0,3.616666667,0.01,ETH,2012-05-25T00:00:00Z,,2012,AT
1500,5787,03:37.0,3.616666667,0.01,AUS,2013-03-09T00:00:00Z,,2013,AT
1500,5802,03:37.0,3.616666667,0.01,IRL,1983-07-04T00:00:00Z,,1983,AT
1500,5802,03:37.0,3.616666667,0.01,RUS,1984-05-26T00:00:00Z,,1984,AT
1500,5802,03:37.0,3.616666667,0.01,ALG,1984-06-06T00:00:00Z,,1984,AT
1500,5802,03:37.0,3.616666667,0.01,ESP,1989-08-23T00:00:00Z,,1989,AT
1500,5802,03:37.0,3.616666667,0.01,FRA,1993-06-30T00:00:00Z,,1993,AT
1500,5802,03:37.0,3.616666667,0.01,ESP,1993-07-19T00:00:00Z,,1993,AT
1500,5802,03:37.0,3.616666667,0.01,BDI,1996-05-04T00:00:00Z,,1996,AT
1500,5802,03:37.0,3.616666667,0.01,GBR,1996-06-16T00:00:00Z,,1996,AT
1500,5802,03:37.0,3.616666667,0.01,KEN,1996-08-16T00:00:00Z,,1996,AT
1500,5802,03:37.0,3.616666667,0.01,KEN,1997-08-13T00:00:00Z,,1997,AT
1500,5802,03:37.0,3.616666667,0.01,KEN,1998-08-02T00:00:00Z,,1998,AT
1500,5802,03:37.0,3.616666667,0.01,AUS,2004-07-04T00:00:00Z,,2004,AT
1500,5802,03:37.0,3.616666667,0.01,ESP,2007-07-02T00:00:00Z,,2007,AT
1500,5802,03:37.0,3.616666667,0.01,ESP,2007-08-29T00:00:00Z,,2007,AT
1500,5802,03:37.0,3.616666667,0.01,CAN,2009-05-16T00:00:00Z,,2009,AT
1500,5802,03:37.0,3.616666667,0.01,USA,2013-05-17T00:00:00Z,,2013,AT
1500,5802,03:37.0,3.616666667,0.01,USA,2013-07-16T00:00:00Z,,2013,AT
1500,5802,03:37.0,3.616666667,0.01,GER,2013-08-18T00:00:00Z,,2013,AT
1500,5802,03:37.0,3.616666667,0.01,FRA,2016-05-20T00:00:00Z,,2016,AT
1500,5802,03:37.0,3.616666667,0.01,KEN,2016-05-28T00:00:00Z,,2016,AT
1500,5802,03:37.0,3.616666667,0.01,NZL,2016-06-06T00:00:00Z,,2016,AT
1500,5823,03:37.0,3.616666667,0.01,CZE,1977-06-10T00:00:00Z,,1977,AT
1500,5823,03:37.0,3.616666667,0.01,ESP,1982-09-11T00:00:00Z,,1982,AT
1500,5823,03:37.0,3.616666667,0.01,FRA,1985-07-13T00:00:00Z,,1985,AT
1500,5823,03:37.0,3.616666667,0.01,ESP,1990-08-12T00:00:00Z,,1990,AT
1500,5823,03:37.0,3.616666667,0.01,BRA,1991-08-11T00:00:00Z,,1991,AT
1500,5823,03:37.0,3.616666667,0.01,RUS,1992-06-07T00:00:00Z,,1992,AT
1500,5823,03:37.0,3.616666667,0.01,ESP,1992-08-03T00:00:00Z,,1992,AT
1500,5823,03:37.0,3.616666667,0.01,GBR,1993-07-05T00:00:00Z,,1993,AT
1500,5823,03:37.0,3.616666667,0.01,MAR,1994-07-24T00:00:00Z,,1994,AT
1500,5823,03:37.0,3.616666667,0.01,ETH,1994-07-30T00:00:00Z,,1994,AT
1500,5823,03:37.0,3.616666667,0.01,FRA,1995-07-23T00:00:00Z,,1995,AT
1500,5823,03:37.0,3.616666667,0.01,GBR,1998-09-01T00:00:00Z,,1998,AT
1500,5823,03:37.0,3.616666667,0.01,GER,1999-06-06T00:00:00Z,,1999,AT
1500,5823,03:37.0,3.616666667,0.01,USA,2000-07-16T00:00:00Z,,2000,AT
1500,5823,03:37.0,3.616666667,0.01,KEN,2003-06-09T00:00:00Z,,2003,AT
1500,5823,03:37.0,3.616666667,0.01,KEN,2006-07-22T00:00:00Z,,2006,AT
1500,5823,03:37.0,3.616666667,0.01,POR,2007-06-03T00:00:00Z,,2007,AT
1500,5823,03:37.0,3.616666667,0.01,ESP,2007-06-15T00:00:00Z,,2007,AT
1500,5823,03:37.0,3.616666667,0.01,KEN,2007-06-28T00:00:00Z,,2007,AT
1500,5823,03:37.0,3.616666667,0.01,KEN,2008-08-17T00:00:00Z,,2008,AT
1500,5823,03:37.0,3.616666667,0.01,ETH,2009-08-15T00:00:00Z,,2009,AT
1500,5823,03:37.0,3.616666667,0.01,RSA,2010-07-18T00:00:00Z,,2010,AT
1500,5823,03:37.0,3.616666667,0.01,KEN,2011-06-11T00:00:00Z,,2011,AT
1500,5823,03:37.0,3.616666667,0.01,USA,2013-05-17T00:00:00Z,,2013,AT
1500,5823,03:37.0,3.616666667,0.01,KEN,2013-06-08T00:00:00Z,,2013,AT
1500,5823,03:37.0,3.616666667,0.01,KEN,2016-05-28T00:00:00Z,,2016,AT
1500,5823,03:37.0,3.616666667,0.01,NOR,2016-05-28T00:00:00Z,,2016,AT
1500,5850,03:37.0,3.616666667,0.01,IRL,1976-08-11T00:00:00Z,,1976,AT
1500,5850,03:37.0,3.616666667,0.01,SU,1984-09-02T00:00:00Z,,1984,AT
1500,5850,03:37.0,3.616666667,0.01,FRA,1988-07-10T00:00:00Z,,1988,AT
1500,5850,03:37.0,3.616666667,0.01,BDI,1989-08-16T00:00:00Z,,1989,AT
1500,5850,03:37.0,3.616666667,0.01,ESP,1990-09-03T00:00:00Z,,1990,AT
1500,5850,03:37.0,3.616666667,0.01,FRA,1991-08-03T00:00:00Z,,1991,AT
1500,5850,03:37.0,3.616666667,0.01,KEN,1991-08-13T00:00:00Z,,1991,AT
1500,5850,03:37.0,3.616666667,0.01,IRL,1996-06-23T00:00:00Z,,1996,AT
1500,5850,03:37.0,3.616666667,0.01,KEN,1996-08-23T00:00:00Z,,1996,AT
1500,5850,03:37.0,3.616666667,0.01,GBR,1998-06-04T00:00:00Z,,1998,AT
1500,5850,03:37.0,3.616666667,0.01,USA,2001-06-02T00:00:00Z,,2001,AT
1500,5850,03:37.0,3.616666667,0.01,KEN,2001-06-29T00:00:00Z,,2001,AT
1500,5850,03:37.0,3.616666667,0.01,GBR,2005-07-10T00:00:00Z,,2005,AT
1500,5850,03:37.0,3.616666667,0.01,GER,2008-08-01T00:00:00Z,,2008,AT
1500,5850,03:37.0,3.616666667,0.01,KEN,2008-09-09T00:00:00Z,,2008,AT
1500,5850,03:37.0,3.616666667,0.01,KEN,2009-07-31T00:00:00Z,,2009,AT
1500,5850,03:37.0,3.616666667,0.01,FRA,2010-08-24T00:00:00Z,,2010,AT
1500,5850,03:37.0,3.616666667,0.01,USA,2012-05-14T00:00:00Z,,2012,AT
1500,5850,03:37.0,3.616666667,0.01,KEN,2012-06-07T00:00:00Z,,2012,AT
1500,5850,03:37.0,3.616666667,0.01,FRA,2012-08-03T00:00:00Z,,2012,AT
1500,5850,03:37.0,3.616666667,0.01,KEN,2013-09-01T00:00:00Z,,2013,AT
1500,5850,03:37.0,3.616666667,0.01,FRA,2015-07-04T00:00:00Z,,2015,AT
1500,5872,03:37.1,3.618333333,0.01,USA,1982-08-31T00:00:00Z,,1982,AT
1500,5872,03:37.1,3.618333333,0.01,IRL,1986-08-29T00:00:00Z,,1986,AT
1500,5872,03:37.1,3.618333333,0.01,USA,1989-06-27T00:00:00Z,,1989,AT
1500,5872,03:37.1,3.618333333,0.01,KEN,1989-08-29T00:00:00Z,,1989,AT
1500,5872,03:37.0,3.616666667,0.01,GBR,1997-08-26T00:00:00Z,,1997,AT
1500,5872,03:37.1,3.618333333,0.01,GBR,2004-07-04T00:00:00Z,,2004,AT
1500,5872,03:37.1,3.618333333,0.01,FRA,2005-08-26T00:00:00Z,,2005,AT
1500,5872,03:37.1,3.618333333,0.01,USA,2007-05-20T00:00:00Z,,2007,AT
1500,5872,03:37.1,3.618333333,0.01,MAR,2008-06-14T00:00:00Z,,2008,AT
1500,5872,03:37.1,3.618333333,0.01,BRA,2008-08-15T00:00:00Z,,2008,AT
1500,5872,03:37.1,3.618333333,0.01,MAR,2010-06-06T00:00:00Z,,2010,AT
1500,5872,03:37.1,3.618333333,0.01,GBR,2010-07-10T00:00:00Z,,2010,AT
1500,5872,03:37.1,3.618333333,0.01,ETH,2012-06-07T00:00:00Z,,2012,AT
1500,5872,03:37.1,3.618333333,0.01,USA,2015-05-30T00:00:00Z,,2015,AT
1500,5886,03:37.1,3.618333333,0.01,USA,1976-06-27T00:00:00Z,,1976,AT
1500,5886,03:37.1,3.618333333,0.01,USA,1984-06-24T00:00:00Z,,1984,AT
1500,5886,03:37.1,3.618333333,0.01,USA,1984-08-26T00:00:00Z,,1984,AT
1500,5886,03:37.1,3.618333333,0.01,USA,1986-08-06T00:00:00Z,,1986,AT
1500,5886,03:37.1,3.618333333,0.01,FRA,1987-06-30T00:00:00Z,,1987,AT
1500,5886,03:37.1,3.618333333,0.01,SUI,1988-07-02T00:00:00Z,,1988,AT
1500,5886,03:37.1,3.618333333,0.01,NED,1988-08-17T00:00:00Z,,1988,AT
1500,5886,03:37.1,3.618333333,0.01,SUI,1988-08-17T00:00:00Z,,1988,AT
1500,5886,03:37.1,3.618333333,0.01,IRL,1992-08-03T00:00:00Z,,1992,AT
1500,5886,03:37.1,3.618333333,0.01,GER,1993-06-05T00:00:00Z,,1993,AT
1500,5886,03:37.1,3.618333333,0.01,AUT,1996-06-07T00:00:00Z,,1996,AT
1500,5886,03:37.1,3.618333333,0.01,MAR,1999-07-21T00:00:00Z,,1999,AT
1500,5886,03:37.1,3.618333333,0.01,SUI,2000-08-11T00:00:00Z,,2000,AT
1500,5886,03:37.1,3.618333333,0.01,UKR,2002-08-18T00:00:00Z,,2002,AT
1500,5886,03:37.1,3.618333333,0.01,NZL,2006-05-21T00:00:00Z,,2006,AT
1500,5886,03:37.1,3.618333333,0.01,USA,2007-06-09T00:00:00Z,,2007,AT
